Row.names	res1_log2FoldChange	res1_padj	res1_change	res2_log2FoldChange	res2_padj	res2_change	res3_log2FoldChange	res3_padj	res3_change	score
SNORA74A	-2.09734154112278	0.00628122016689934	DOWN	-1.55819537102816	0.0396693785120569	DOWN	-0.0933966768821802	0.93341622892976	NOT	-1.91054818735842
SPINK5	-5.24695197691138	3.50910800691978e-05	DOWN	-1.96297430122587	0.0228054796927151	DOWN	-1.67276215361015	0.0539807983699544	NOT	-1.90142766969108
NPM3	-3.30689324469257	4.7801580091722e-09	DOWN	-2.13963057186281	0.000102578643446151	DOWN	-0.706355713952814	0.251791400839748	NOT	-1.89418181678694
ECI1	-2.26179118840004	1.08687183468576e-05	DOWN	-1.59331423574492	0.00211593254175683	DOWN	-0.190353107309426	0.781613629040907	NOT	-1.88108497378119
LOC728554	-2.5040462718497	0.000145337113446481	DOWN	-1.57420945963859	0.0189420756130181	DOWN	-0.311602723893256	0.707939637212132	NOT	-1.88084082406319
OCIAD2	-2.68544038829721	1.78296686079136e-07	DOWN	-1.42415455893634	0.00555237595178454	DOWN	-0.415869880624366	0.48926269507781	NOT	-1.85370062704848
SHROOM2	-3.10497274939703	0.00031422114540177	DOWN	-2.16257009936752	0.0124287774285518	DOWN	-0.636298653854593	0.529520913397631	NOT	-1.83237544168784
GRHL1	-3.17063124841598	1.61775931899771e-09	DOWN	-1.6875627456029	0.000846044866477563	DOWN	-0.672536114573245	0.227708841772973	NOT	-1.82555901926949
C19orf48	-3.02426343711279	1.40125062569415e-07	DOWN	-1.51379237892023	0.0109587301163411	DOWN	-0.619641290552673	0.357223336281273	NOT	-1.78498085600744
FAM84A	-3.02371800469824	0.000136077860910301	DOWN	-2.33666400833842	0.00351242619195851	DOWN	-0.619722261071568	0.513622988944878	NOT	-1.7842734825551
MRPS2	-3.02756550452034	9.41808119442952e-08	DOWN	-1.42622173075125	0.0127893360667746	DOWN	-0.623817875184718	0.330110310371143	NOT	-1.7799297541509
